"cntry","happy","health","brncntr","gndr","agea"
"HR",7,1,"Nacido en el país","Mujer",31
"HR",10,1,"Nacido en el país","Mujer",27
"HR",10,1,"Nacido en el país","Hombre",76
"HR",10,1,"Nacido en el país","Mujer",16
"HR",8,2,"Nacido en el país","Mujer",68
"HR",4,3,"Nacido en el país","Hombre",62
"HR",5,4,"Nacido en el país","Mujer",86
"HR",7,4,"Nacido en el país","Mujer",45
"HR",10,1,"Nacido en el país","Mujer",18
"HR",8,2,"Nacido en el país","Mujer",74
"HR",7,4,"No nacido en el país","Hombre",71
"HR",5,1,"Nacido en el país","Hombre",18
"HR",10,1,"Nacido en el país","Hombre",32
"HR",6,3,"Nacido en el país","Mujer",86
"HR",8,3,"Nacido en el país","Mujer",57
"HR",4,2,"Nacido en el país","Mujer",24
"HR",10,3,"Nacido en el país","Mujer",44
"HR",10,3,"Nacido en el país","Mujer",58
"HR",8,2,"Nacido en el país","Mujer",19
"HR",7,1,"Nacido en el país","Hombre",24
"HR",9,3,"Nacido en el país","Mujer",65
"HR",7,2,"Nacido en el país","Hombre",16
"HR",5,3,"Nacido en el país","Hombre",59
"HR",8,2,"Nacido en el país","Hombre",54
"HR",7,2,"Nacido en el país","Hombre",47
"HR",6,1,"Nacido en el país","Hombre",36
"HR",8,2,"Nacido en el país","Mujer",49
"HR",7,1,"Nacido en el país","Hombre",25
"HR",5,2,"Nacido en el país","Mujer",67
"HR",7,2,"Nacido en el país","Hombre",46
"HR",6,3,"Nacido en el país","Mujer",63
"HR",10,1,"Nacido en el país","Hombre",71
"HR",5,3,"Nacido en el país","Mujer",56
"HR",5,5,"No nacido en el país","Mujer",77
"HR",10,1,"Nacido en el país","Hombre",53
"HR",10,1,"Nacido en el país","Mujer",22
"HR",9,1,"Nacido en el país","Mujer",16
"HR",4,4,"Nacido en el país","Hombre",61
"HR",8,1,"Nacido en el país","Hombre",35
"HR",7,2,"Nacido en el país","Mujer",64
"HR",7,2,"Nacido en el país","Hombre",37
"HR",8,3,"Nacido en el país","Hombre",73
"HR",8,3,"No nacido en el país","Hombre",66
"HR",8,1,"Nacido en el país","Hombre",51
"HR",7,3,"No nacido en el país","Mujer",41
"HR",8,2,"No nacido en el país","Hombre",72
"HR",3,3,"Nacido en el país","Mujer",84
"HR",9,1,"Nacido en el país","Mujer",22
"HR",7,1,"Nacido en el país","Mujer",41
"HR",9,1,"Nacido en el país","Mujer",21
"HR",7,2,"Nacido en el país","Mujer",24
"HR",8,3,"Nacido en el país","Mujer",61
"HR",7,1,"Nacido en el país","Mujer",18
"HR",10,1,"Nacido en el país","Hombre",22
"HR",5,2,"Nacido en el país","Mujer",46
"HR",2,2,"Nacido en el país","Hombre",50
"HR",9,2,"Nacido en el país","Mujer",60
"HR",10,1,"Nacido en el país","Hombre",24
"HR",7,3,"Nacido en el país","Hombre",21
"HR",5,2,"No nacido en el país","Mujer",66
"HR",9,1,"No nacido en el país","Mujer",31
"HR",9,3,"Nacido en el país","Hombre",70
"HR",9,3,"Nacido en el país","Mujer",61
"HR",7,3,"Nacido en el país","Mujer",22
"HR",6,3,"Nacido en el país","Hombre",61
"HR",9,3,"Nacido en el país","Mujer",71
"HR",9,2,"Nacido en el país","Hombre",64
"HR",6,3,"Nacido en el país","Hombre",68
"HR",7,1,"Nacido en el país","Mujer",23
"HR",6,3,"Nacido en el país","Mujer",51
"HR",10,2,"Nacido en el país","Hombre",16
"HR",9,3,"Nacido en el país","Mujer",58
"HR",10,2,"Nacido en el país","Hombre",35
"HR",5,4,"Nacido en el país","Mujer",74
"HR",7,2,"Nacido en el país","Hombre",39
"HR",9,1,"Nacido en el país","Hombre",43
"HR",8,3,"Nacido en el país","Hombre",22
"HR",7,2,"Nacido en el país","Hombre",56
"HR",3,3,"Nacido en el país","Mujer",66
"HR",9,1,"Nacido en el país","Mujer",16
"HR",9,2,"No nacido en el país","Mujer",62
"HR",7,2,"Nacido en el país","Hombre",61
"HR",8,2,"Nacido en el país","Mujer",25
"HR",8,1,"Nacido en el país","Mujer",23
"HR",5,2,"Nacido en el país","Mujer",50
"HR",8,1,"Nacido en el país","Mujer",42
"HR",6,3,"Nacido en el país","Mujer",49
"HR",9,1,"Nacido en el país","Hombre",42
"HR",7,1,"Nacido en el país","Mujer",35
"HR",7,3,"Nacido en el país","Hombre",69
"HR",8,2,"Nacido en el país","Hombre",50
"HR",5,4,"Nacido en el país","Hombre",74
"HR",10,2,"Nacido en el país","Hombre",20
"HR",8,2,"Nacido en el país","Hombre",51
"HR",10,3,"Nacido en el país","Mujer",16
"HR",9,1,"Nacido en el país","Mujer",52
"HR",7,3,"Nacido en el país","Mujer",69
"HR",8,1,"Nacido en el país","Hombre",24
"HR",8,3,"No nacido en el país","Mujer",46
"HR",8,2,"Nacido en el país","Hombre",76
"HR",8,1,"Nacido en el país","Hombre",22
"HR",4,3,"Nacido en el país","Hombre",67
"HR",10,2,"Nacido en el país","Mujer",62
"HR",7,1,"Nacido en el país","Mujer",31
"HR",5,5,"Nacido en el país","Hombre",74
"HR",10,3,"Nacido en el país","Mujer",54
"HR",8,3,"Nacido en el país","Hombre",52
"HR",8,1,"Nacido en el país","Mujer",22
"HR",9,1,"Nacido en el país","Mujer",44
"HR",5,2,"Nacido en el país","Hombre",45
"HR",6,3,"Nacido en el país","Mujer",90
"HR",7,NA,"Nacido en el país","Hombre",38
"HR",6,2,"Nacido en el país","Mujer",72
"HR",9,4,"No nacido en el país","Mujer",76
"HR",4,4,"Nacido en el país","Mujer",90
"HR",10,1,"Nacido en el país","Hombre",24
"HR",6,3,"No nacido en el país","Mujer",88
"HR",9,3,"Nacido en el país","Hombre",16
"HR",7,2,"Nacido en el país","Mujer",68
"HR",5,3,"Nacido en el país","Hombre",43
"HR",7,4,"Nacido en el país","Mujer",65
"HR",7,2,"Nacido en el país","Mujer",69
"HR",9,2,"Nacido en el país","Mujer",50
"HR",10,1,"Nacido en el país","Hombre",24
"HR",8,1,"Nacido en el país","Hombre",73
"HR",10,2,"Nacido en el país","Mujer",31
"HR",10,1,"Nacido en el país","Mujer",26
"HR",9,1,"Nacido en el país","Hombre",31
"HR",10,1,"Nacido en el país","Mujer",26
"HR",8,2,"Nacido en el país","Hombre",48
"HR",7,3,"Nacido en el país","Mujer",69
"HR",3,2,"Nacido en el país","Hombre",85
"HR",10,1,"Nacido en el país","Mujer",16
"HR",8,2,"Nacido en el país","Mujer",57
"HR",8,3,"Nacido en el país","Mujer",75
"HR",7,2,"Nacido en el país","Mujer",34
"HR",10,1,"Nacido en el país","Mujer",38
"HR",5,3,"Nacido en el país","Mujer",66
"HR",10,1,"Nacido en el país","Mujer",66
"HR",9,1,"Nacido en el país","Hombre",34
"HR",9,2,"Nacido en el país","Mujer",80
"HR",7,1,"Nacido en el país","Hombre",54
"HR",5,3,"Nacido en el país","Hombre",74
"HR",9,1,"Nacido en el país","Hombre",20
"HR",9,1,"Nacido en el país","Hombre",39
"HR",7,2,"No nacido en el país","Mujer",55
"HR",7,1,"Nacido en el país","Mujer",69
"HR",10,2,"Nacido en el país","Hombre",67
"HR",6,3,"Nacido en el país","Hombre",79
"HR",10,4,"Nacido en el país","Hombre",86
"HR",8,3,"Nacido en el país","Mujer",60
"HR",10,1,"Nacido en el país","Hombre",18
"HR",8,3,"Nacido en el país","Mujer",54
"HR",7,2,"Nacido en el país","Mujer",63
"HR",9,3,"Nacido en el país","Mujer",37
"HR",5,3,"Nacido en el país","Mujer",32
"HR",6,2,"Nacido en el país","Hombre",50
"HR",9,4,"Nacido en el país","Hombre",82
"HR",8,1,"Nacido en el país","Mujer",27
"HR",8,1,"Nacido en el país","Mujer",45
"HR",10,1,"No nacido en el país","Hombre",80
"HR",9,3,"Nacido en el país","Hombre",68
"HR",10,2,"No nacido en el país","Mujer",47
"HR",7,1,"Nacido en el país","Hombre",27
"HR",8,1,"Nacido en el país","Mujer",19
"HR",9,2,"Nacido en el país","Hombre",30
"HR",6,3,"Nacido en el país","Mujer",21
"HR",5,3,"Nacido en el país","Hombre",62
"HR",8,2,"Nacido en el país","Mujer",46
"HR",9,2,"No nacido en el país","Mujer",73
"HR",4,4,"Nacido en el país","Hombre",67
"HR",10,1,"Nacido en el país","Mujer",25
"HR",8,1,"Nacido en el país","Mujer",47
"HR",8,1,"Nacido en el país","Mujer",50
"HR",5,3,"Nacido en el país","Mujer",55
"HR",6,1,"Nacido en el país","Mujer",41
"HR",8,2,"Nacido en el país","Hombre",59
"HR",9,1,"Nacido en el país","Hombre",17
"HR",6,3,"Nacido en el país","Hombre",72
"HR",8,3,"Nacido en el país","Hombre",28
"HR",7,3,"Nacido en el país","Hombre",78
"HR",5,5,"Nacido en el país","Hombre",71
"HR",7,2,"Nacido en el país","Hombre",46
"HR",7,1,"Nacido en el país","Mujer",50
"HR",8,2,"Nacido en el país","Hombre",37
"HR",10,2,"Nacido en el país","Hombre",44
"HR",7,1,"Nacido en el país","Mujer",61
"HR",6,4,"Nacido en el país","Mujer",43
"HR",8,2,"No nacido en el país","Hombre",55
"HR",10,1,"Nacido en el país","Mujer",21
"HR",6,2,"Nacido en el país","Mujer",54
"HR",10,3,"No nacido en el país","Mujer",63
"HR",9,1,"Nacido en el país","Hombre",42
"HR",7,4,"Nacido en el país","Mujer",58
"HR",8,2,"Nacido en el país","Mujer",59
"HR",8,2,"No nacido en el país","Hombre",63
"HR",10,2,"Nacido en el país","Mujer",49
"HR",6,3,"Nacido en el país","Hombre",74
"HR",7,1,"Nacido en el país","Mujer",43
"HR",8,1,"Nacido en el país","Mujer",27
"HR",6,3,"Nacido en el país","Mujer",77
"HR",10,1,"Nacido en el país","Hombre",68
"HR",7,1,"Nacido en el país","Mujer",61
"HR",6,1,"Nacido en el país","Mujer",56
"HR",9,1,"Nacido en el país","Hombre",44
"HR",3,2,"Nacido en el país","Mujer",80
"HR",8,2,"Nacido en el país","Mujer",18
"HR",10,1,"Nacido en el país","Hombre",31
"HR",7,3,"Nacido en el país","Mujer",83
"HR",8,1,"Nacido en el país","Mujer",36
"HR",10,3,"Nacido en el país","Mujer",84
"HR",6,3,"Nacido en el país","Mujer",68
"HR",8,1,"Nacido en el país","Hombre",49
"HR",10,1,"Nacido en el país","Mujer",27
"HR",8,1,"Nacido en el país","Mujer",37
"HR",10,2,"Nacido en el país","Mujer",25
"HR",9,1,"Nacido en el país","Mujer",53
"HR",8,2,"Nacido en el país","Mujer",49
"HR",7,3,"Nacido en el país","Mujer",72
"HR",5,5,"Nacido en el país","Mujer",56
"HR",8,2,"Nacido en el país","Hombre",56
"HR",8,2,"Nacido en el país","Mujer",38
"HR",10,1,"Nacido en el país","Mujer",27
"HR",10,2,"Nacido en el país","Mujer",60
"HR",8,3,"Nacido en el país","Mujer",39
"HR",6,2,"Nacido en el país","Hombre",41
"HR",8,3,"Nacido en el país","Mujer",77
"HR",7,4,"Nacido en el país","Mujer",77
"HR",10,2,"Nacido en el país","Hombre",34
"HR",5,3,"Nacido en el país","Hombre",45
"HR",10,1,"Nacido en el país","Mujer",21
"HR",5,2,"Nacido en el país","Hombre",39
"HR",8,2,"Nacido en el país","Mujer",63
"HR",10,2,"Nacido en el país","Hombre",72
"HR",7,2,"Nacido en el país","Mujer",58
"HR",8,1,"Nacido en el país","Mujer",59
"HR",4,1,"Nacido en el país","Mujer",23
"HR",6,2,"No nacido en el país","Hombre",75
"HR",8,3,"Nacido en el país","Hombre",66
"HR",7,4,"Nacido en el país","Hombre",70
"HR",8,1,"Nacido en el país","Mujer",62
"HR",5,5,"Nacido en el país","Mujer",63
"HR",NA,5,"Nacido en el país","Hombre",87
"HR",6,3,"Nacido en el país","Mujer",27
"HR",9,3,"Nacido en el país","Mujer",72
"HR",7,3,"Nacido en el país","Mujer",54
"HR",5,3,"Nacido en el país","Mujer",75
"HR",5,2,"Nacido en el país","Mujer",54
"HR",8,3,"No nacido en el país","Mujer",27
"HR",9,2,"Nacido en el país","Mujer",46
"HR",8,2,"Nacido en el país","Mujer",36
"HR",8,2,"Nacido en el país","Mujer",48
"HR",5,1,"Nacido en el país","Hombre",80
"HR",10,4,"No nacido en el país","Mujer",85
"HR",1,4,"Nacido en el país","Mujer",74
"HR",8,2,"Nacido en el país","Mujer",77
"HR",8,1,"Nacido en el país","Mujer",38
"HR",8,2,"Nacido en el país","Mujer",21
"HR",1,2,"Nacido en el país","Mujer",67
"HR",8,2,"Nacido en el país","Mujer",NA
"HR",3,2,"No nacido en el país","Hombre",72
"HR",10,1,"Nacido en el país","Hombre",16
"HR",8,2,"Nacido en el país","Mujer",66
"HR",8,1,"Nacido en el país","Mujer",47
"HR",8,2,"Nacido en el país","Mujer",36
"HR",9,2,"Nacido en el país","Hombre",56
"HR",8,4,"Nacido en el país","Mujer",51
"HR",5,4,"Nacido en el país","Mujer",58
"HR",5,2,"Nacido en el país","Mujer",28
"HR",4,4,"Nacido en el país","Mujer",82
"HR",6,2,"Nacido en el país","Mujer",63
"HR",7,3,"Nacido en el país","Hombre",68
"HR",4,5,"Nacido en el país","Mujer",77
"HR",8,3,"Nacido en el país","Mujer",38
"HR",10,1,"Nacido en el país","Hombre",48
"HR",6,3,"Nacido en el país","Hombre",67
"HR",7,1,"Nacido en el país","Mujer",33
"HR",8,3,"No nacido en el país","Mujer",66
"HR",10,3,"Nacido en el país","Mujer",70
"HR",8,2,"Nacido en el país","Hombre",54
"HR",3,4,"Nacido en el país","Hombre",68
"HR",8,2,"Nacido en el país","Hombre",46
"HR",7,2,"Nacido en el país","Mujer",19
"HR",9,1,"Nacido en el país","Hombre",20
"HR",7,2,"Nacido en el país","Mujer",61
"HR",7,1,"Nacido en el país","Mujer",50
"HR",9,1,"Nacido en el país","Mujer",19
"HR",8,2,"Nacido en el país","Hombre",71
"HR",8,1,"Nacido en el país","Hombre",18
"HR",9,2,"No nacido en el país","Mujer",39
"HR",9,4,"No nacido en el país","Mujer",62
"HR",3,4,"Nacido en el país","Mujer",70
"HR",10,1,"No nacido en el país","Mujer",50
"HR",8,2,"Nacido en el país","Mujer",41
"HR",9,3,"Nacido en el país","Mujer",60
"HR",5,4,"Nacido en el país","Hombre",82
"HR",10,3,"Nacido en el país","Mujer",51
"HR",7,2,"Nacido en el país","Mujer",70
"HR",10,2,"No nacido en el país","Mujer",68
"HR",8,3,"Nacido en el país","Hombre",60
"HR",3,4,"Nacido en el país","Mujer",76
"HR",9,1,"Nacido en el país","Mujer",24
"HR",5,3,"Nacido en el país","Mujer",79
"HR",10,1,"No nacido en el país","Hombre",63
"HR",2,4,"Nacido en el país","Hombre",90
"HR",8,4,"Nacido en el país","Mujer",77
"HR",8,1,"Nacido en el país","Hombre",19
"HR",7,4,"Nacido en el país","Mujer",83
"HR",9,3,"No nacido en el país","Hombre",66
"HR",9,2,"Nacido en el país","Hombre",25
"HR",10,3,"No nacido en el país","Mujer",79
"HR",6,1,"Nacido en el país","Mujer",40
"HR",7,1,"Nacido en el país","Mujer",41
"HR",6,2,"Nacido en el país","Hombre",26
"HR",7,3,"Nacido en el país","Mujer",62
"HR",8,2,"Nacido en el país","Mujer",68
"HR",7,2,"Nacido en el país","Hombre",70
"HR",9,1,"Nacido en el país","Mujer",39
"HR",9,1,"Nacido en el país","Mujer",35
"HR",9,1,"Nacido en el país","Mujer",33
"HR",9,1,"Nacido en el país","Mujer",25
"HR",9,1,"Nacido en el país","Mujer",27
"HR",8,3,"Nacido en el país","Hombre",73
"HR",7,3,"Nacido en el país","Hombre",55
"HR",10,1,"Nacido en el país","Hombre",16
"HR",8,3,"Nacido en el país","Hombre",66
"HR",6,1,"Nacido en el país","Mujer",58
"HR",7,3,"Nacido en el país","Hombre",63
"HR",9,1,"Nacido en el país","Hombre",29
"HR",10,3,"No nacido en el país","Hombre",51
"HR",8,1,"Nacido en el país","Hombre",57
"HR",8,1,"Nacido en el país","Hombre",30
"HR",8,3,"Nacido en el país","Hombre",72
"HR",8,2,"Nacido en el país","Hombre",74
"HR",9,3,"Nacido en el país","Hombre",66
"HR",9,3,"No nacido en el país","Hombre",55
"HR",3,3,"Nacido en el país","Mujer",66
"HR",4,3,"Nacido en el país","Hombre",70
"HR",7,4,"Nacido en el país","Hombre",82
"HR",8,3,"Nacido en el país","Mujer",38
"HR",5,2,"No nacido en el país","Mujer",66
"HR",8,3,"Nacido en el país","Mujer",55
"HR",10,2,"Nacido en el país","Mujer",56
"HR",2,3,"Nacido en el país","Hombre",35
"HR",9,2,"Nacido en el país","Mujer",36
"HR",6,2,"No nacido en el país","Mujer",55
"HR",9,2,"Nacido en el país","Mujer",32
"HR",6,2,"Nacido en el país","Mujer",62
"HR",10,1,"Nacido en el país","Hombre",35
"HR",8,2,"Nacido en el país","Hombre",69
"HR",8,1,"No nacido en el país","Mujer",70
"HR",7,1,"Nacido en el país","Hombre",22
"HR",9,1,"Nacido en el país","Mujer",39
"HR",9,1,"Nacido en el país","Hombre",23
"HR",7,1,"Nacido en el país","Mujer",30
"HR",10,2,"No nacido en el país","Mujer",67
"HR",8,3,"Nacido en el país","Mujer",77
"HR",8,1,"Nacido en el país","Hombre",40
"HR",7,2,"Nacido en el país","Mujer",47
"HR",8,3,"Nacido en el país","Hombre",56
"HR",10,4,"Nacido en el país","Hombre",76
"HR",6,2,"Nacido en el país","Mujer",46
"HR",5,4,"Nacido en el país","Mujer",55
"HR",2,5,"Nacido en el país","Hombre",62
"HR",10,2,"Nacido en el país","Mujer",77
"HR",8,2,"Nacido en el país","Hombre",58
"HR",10,3,"Nacido en el país","Hombre",55
"HR",9,2,"Nacido en el país","Mujer",39
"HR",6,1,"Nacido en el país","Mujer",44
"HR",6,4,"No nacido en el país","Mujer",74
"HR",6,1,"Nacido en el país","Mujer",19
"HR",8,3,"Nacido en el país","Hombre",57
"HR",5,3,"No nacido en el país","Mujer",69
"HR",7,1,"Nacido en el país","Hombre",32
"HR",8,1,"Nacido en el país","Hombre",19
"HR",10,1,"Nacido en el país","Hombre",73
"HR",8,1,"Nacido en el país","Hombre",25
"HR",10,1,"Nacido en el país","Mujer",38
"HR",5,2,"Nacido en el país","Hombre",52
"HR",6,3,"Nacido en el país","Hombre",59
"HR",3,5,"Nacido en el país","Mujer",83
"HR",7,1,"Nacido en el país","Hombre",19
"HR",7,3,"Nacido en el país","Hombre",66
"HR",8,1,"Nacido en el país","Hombre",56
"HR",8,2,"Nacido en el país","Mujer",71
"HR",10,2,"Nacido en el país","Mujer",37
"HR",7,4,"No nacido en el país","Hombre",60
"HR",10,1,"Nacido en el país","Mujer",25
"HR",6,3,"No nacido en el país","Mujer",57
"HR",8,3,"Nacido en el país","Hombre",NA
"HR",10,1,"Nacido en el país","Hombre",52
"HR",2,4,"Nacido en el país","Mujer",77
"HR",9,3,"Nacido en el país","Hombre",63
"HR",5,4,"Nacido en el país","Mujer",75
"HR",8,1,"Nacido en el país","Mujer",49
"HR",8,3,"Nacido en el país","Mujer",73
"HR",9,1,"Nacido en el país","Mujer",27
"HR",4,4,"Nacido en el país","Mujer",64
"HR",7,2,"Nacido en el país","Hombre",59
"HR",4,4,"Nacido en el país","Mujer",84
"HR",7,3,"Nacido en el país","Mujer",73
"HR",5,2,"Nacido en el país","Mujer",44
"HR",9,1,"Nacido en el país","Hombre",20
"HR",7,3,"Nacido en el país","Hombre",37
"HR",7,2,"Nacido en el país","Mujer",46
"HR",9,2,"Nacido en el país","Mujer",41
"HR",8,1,"Nacido en el país","Hombre",22
"HR",8,1,"Nacido en el país","Hombre",61
"HR",8,2,"Nacido en el país","Mujer",59
"HR",10,1,"Nacido en el país","Hombre",40
"HR",5,3,"Nacido en el país","Mujer",86
"HR",7,3,"Nacido en el país","Mujer",52
"HR",8,1,"No nacido en el país","Hombre",69
"HR",6,2,"Nacido en el país","Mujer",23
"HR",5,2,"No nacido en el país","Mujer",68
"HR",10,1,"Nacido en el país","Mujer",35
"HR",8,3,"No nacido en el país","Hombre",79
"HR",8,1,"Nacido en el país","Mujer",34
"HR",10,1,"No nacido en el país","Mujer",32
"HR",10,4,"Nacido en el país","Mujer",77
"HR",7,3,"Nacido en el país","Mujer",66
"HR",9,1,"No nacido en el país","Hombre",40
"HR",10,1,"Nacido en el país","Mujer",64
"HR",7,1,"Nacido en el país","Hombre",51
"HR",10,2,"Nacido en el país","Mujer",52
"HR",10,1,"Nacido en el país","Mujer",17
"HR",6,3,"Nacido en el país","Mujer",23
"HR",10,1,"Nacido en el país","Hombre",19
"HR",10,2,"Nacido en el país","Mujer",61
"HR",8,1,"Nacido en el país","Hombre",50
"HR",8,2,"Nacido en el país","Mujer",52
"HR",5,1,"Nacido en el país","Hombre",28
"HR",10,2,"Nacido en el país","Hombre",83
"HR",7,2,"Nacido en el país","Hombre",22
"HR",8,2,"Nacido en el país","Hombre",54
"HR",7,3,"No nacido en el país","Mujer",56
"HR",9,1,"Nacido en el país","Hombre",17
"HR",7,3,"Nacido en el país","Mujer",73
"HR",3,4,"Nacido en el país","Hombre",62
"HR",10,1,"Nacido en el país","Hombre",20
"HR",5,2,"Nacido en el país","Mujer",51
"HR",5,3,"Nacido en el país","Mujer",75
"HR",4,5,"Nacido en el país","Hombre",74
"HR",3,3,"Nacido en el país","Mujer",64
"HR",5,2,"Nacido en el país","Mujer",59
"HR",5,3,"No nacido en el país","Hombre",67
"HR",8,1,"Nacido en el país","Hombre",21
"HR",10,1,"Nacido en el país","Mujer",45
"HR",8,3,"Nacido en el país","Mujer",60
"HR",10,2,"No nacido en el país","Mujer",68
"HR",9,1,"Nacido en el país","Mujer",18
"HR",4,3,"Nacido en el país","Mujer",21
"HR",8,1,"Nacido en el país","Hombre",60
"HR",5,1,"No nacido en el país","Hombre",33
"HR",8,2,"Nacido en el país","Mujer",51
"HR",10,1,"Nacido en el país","Mujer",23
"HR",6,3,"Nacido en el país","Mujer",74
"HR",9,3,"Nacido en el país","Mujer",66
"HR",7,4,"Nacido en el país","Hombre",43
"HR",10,3,"Nacido en el país","Hombre",45
"HR",8,2,"Nacido en el país","Mujer",68
"HR",9,2,"Nacido en el país","Hombre",53
"HR",8,1,"Nacido en el país","Hombre",34
"HR",10,5,"Nacido en el país","Mujer",35
"HR",10,1,"Nacido en el país","Mujer",23
"HR",5,4,"Nacido en el país","Mujer",80
"HR",8,1,"Nacido en el país","Hombre",17
"HR",7,3,"Nacido en el país","Mujer",80
"HR",6,3,"Nacido en el país","Hombre",66
"HR",4,4,"Nacido en el país","Mujer",76
"HR",6,5,"Nacido en el país","Hombre",67
"HR",7,2,"Nacido en el país","Mujer",30
"HR",5,3,"Nacido en el país","Hombre",62
"HR",10,2,"No nacido en el país","Hombre",72
"HR",3,4,"No nacido en el país","Mujer",73
"HR",7,3,"Nacido en el país","Hombre",67
"HR",8,1,"Nacido en el país","Hombre",41
"HR",7,1,"Nacido en el país","Mujer",63
"HR",8,3,"Nacido en el país","Hombre",68
"HR",10,2,"No nacido en el país","Hombre",68
"HR",6,3,"Nacido en el país","Mujer",81
"HR",4,2,"Nacido en el país","Hombre",59
"HR",9,1,"Nacido en el país","Mujer",48
"HR",10,3,"Nacido en el país","Mujer",86
"HR",7,2,"Nacido en el país","Mujer",63
"HR",6,3,"Nacido en el país","Hombre",50
"HR",9,3,"Nacido en el país","Mujer",84
"HR",5,3,"Nacido en el país","Mujer",70
"HR",7,4,"No nacido en el país","Mujer",78
"HR",8,1,"Nacido en el país","Mujer",42
"HR",10,3,"Nacido en el país","Hombre",29
"HR",4,2,"Nacido en el país","Hombre",73
"HR",8,3,"Nacido en el país","Mujer",78
"HR",10,2,"Nacido en el país","Hombre",53
"HR",7,3,"Nacido en el país","Hombre",66
"HR",5,3,"Nacido en el país","Hombre",75
"HR",5,4,"Nacido en el país","Mujer",90
"HR",7,3,"Nacido en el país","Hombre",36
"HR",5,3,"Nacido en el país","Mujer",70
"HR",7,3,"Nacido en el país","Mujer",69
"HR",10,1,"Nacido en el país","Mujer",18
"HR",5,3,"Nacido en el país","Mujer",61
"HR",7,3,"No nacido en el país","Hombre",74
"HR",8,1,"Nacido en el país","Mujer",39
"HR",6,1,"Nacido en el país","Hombre",24
"HR",10,1,"Nacido en el país","Mujer",37
"HR",6,1,"Nacido en el país","Hombre",52
"HR",9,1,"Nacido en el país","Hombre",48
"HR",8,3,"Nacido en el país","Mujer",80
"HR",8,2,"Nacido en el país","Mujer",67
"HR",8,1,"Nacido en el país","Hombre",49
"HR",9,1,"Nacido en el país","Mujer",39
"HR",6,4,"Nacido en el país","Hombre",60
"HR",9,1,"No nacido en el país","Hombre",67
"HR",8,2,"Nacido en el país","Mujer",47
"HR",9,2,"No nacido en el país","Mujer",36
"HR",9,2,"Nacido en el país","Mujer",55
"HR",8,3,"No nacido en el país","Mujer",61
"HR",8,2,"Nacido en el país","Hombre",66
"HR",8,2,"Nacido en el país","Hombre",71
"HR",2,3,"Nacido en el país","Mujer",69
"HR",5,5,"Nacido en el país","Mujer",83
"HR",10,1,"Nacido en el país","Mujer",21
"HR",4,1,"Nacido en el país","Hombre",28
"HR",8,1,"Nacido en el país","Hombre",57
"HR",10,3,"Nacido en el país","Mujer",88
"HR",5,1,"Nacido en el país","Hombre",56
"HR",7,3,"Nacido en el país","Hombre",64
"HR",7,1,"Nacido en el país","Mujer",26
"HR",8,1,"Nacido en el país","Mujer",49
"HR",7,5,"Nacido en el país","Hombre",36
"HR",8,5,"Nacido en el país","Hombre",49
"HR",5,3,"Nacido en el país","Mujer",45
"HR",7,1,"Nacido en el país","Mujer",19
"HR",5,5,"Nacido en el país","Mujer",74
"HR",9,1,"Nacido en el país","Mujer",43
"HR",9,2,"Nacido en el país","Mujer",69
"HR",9,1,"Nacido en el país","Mujer",55
"HR",7,3,"Nacido en el país","Hombre",75
"HR",6,3,"Nacido en el país","Hombre",89
"HR",9,3,"Nacido en el país","Mujer",76
"HR",6,1,"Nacido en el país","Hombre",59
"HR",7,3,"Nacido en el país","Mujer",32
"HR",6,2,"Nacido en el país","Hombre",64
"HR",10,2,"No nacido en el país","Mujer",71
"HR",7,2,"Nacido en el país","Mujer",64
"HR",4,3,"Nacido en el país","Mujer",60
"HR",5,3,"Nacido en el país","Mujer",62
"HR",8,2,"Nacido en el país","Hombre",47
"HR",7,1,"Nacido en el país","Mujer",20
"HR",6,3,"Nacido en el país","Mujer",58
"HR",6,1,"Nacido en el país","Hombre",38
"HR",9,2,"Nacido en el país","Hombre",54
"HR",9,1,"Nacido en el país","Hombre",55
"HR",8,1,"Nacido en el país","Hombre",22
"HR",8,1,"Nacido en el país","Mujer",61
"HR",6,3,"Nacido en el país","Hombre",54
"HR",7,3,"Nacido en el país","Mujer",75
"HR",7,1,"Nacido en el país","Hombre",56
"HR",10,3,"Nacido en el país","Mujer",42
"HR",9,1,"Nacido en el país","Hombre",19
"HR",7,3,"Nacido en el país","Mujer",52
"HR",8,3,"Nacido en el país","Hombre",68
"HR",9,1,"Nacido en el país","Mujer",20
"HR",8,2,"Nacido en el país","Mujer",30
"HR",8,4,"Nacido en el país","Mujer",73
"HR",8,2,"Nacido en el país","Hombre",76
"HR",7,3,"Nacido en el país","Mujer",33
"HR",6,4,"Nacido en el país","Hombre",82
"HR",10,1,"Nacido en el país","Hombre",35
"HR",7,2,"Nacido en el país","Mujer",63
"HR",7,1,"Nacido en el país","Hombre",27
"HR",9,1,"No nacido en el país","Hombre",39
"HR",10,1,"Nacido en el país","Mujer",21
"HR",3,2,"Nacido en el país","Mujer",22
"HR",10,3,"Nacido en el país","Mujer",67
"HR",9,1,"Nacido en el país","Hombre",20
"HR",8,1,"Nacido en el país","Mujer",21
"HR",8,1,"Nacido en el país","Hombre",28
"HR",7,3,"Nacido en el país","Mujer",53
"HR",5,3,"No nacido en el país","Mujer",85
"HR",9,1,"No nacido en el país","Mujer",57
